date,event,pnl,num_expired
2024-07-03,expiry,-10.500000000000002,1
2024-07-05,expiry,216.5,8
2024-07-08,expiry,64.0029296875,5
2024-07-09,expiry,-19.499267578125,4
2024-07-10,expiry,676.0029296875,3
2024-07-12,expiry,214.5,4
2024-07-15,expiry,-88.0,5
2024-07-16,expiry,-35.5,2
2024-07-17,expiry,-13.5,3
2024-07-18,expiry,-4.0,2
2024-07-19,expiry,148.5,11
2024-07-22,expiry,-27.0,1
2024-07-23,expiry,45.0,4
2024-07-24,expiry,51.0,4
2024-07-25,expiry,13.5,1
2024-07-26,expiry,166.0,8
2024-07-31,expiry,237.5,8
2024-08-01,expiry,134.5,7
2024-08-02,expiry,-745.48779296875,16
2024-08-06,expiry,-92.99755859375,3
2024-08-07,expiry,255.0,6
2024-08-08,expiry,436.5,9
2024-08-09,expiry,609.0,14
2024-08-12,expiry,-38.5,3
2024-08-13,expiry,2.5,3
2024-08-14,expiry,73.0,4
2024-08-15,expiry,167.0,4
2024-08-16,expiry,589.99951171875,3
2024-08-19,expiry,498.9970703125,2
2024-08-20,expiry,-12.5,1
2024-08-21,expiry,526.49951171875,2
2024-08-22,expiry,-14.500000000000002,1
2024-08-23,expiry,2090.00244140625,8
2024-08-26,expiry,-51.0,4
2024-08-27,expiry,-52.0,3
2024-08-28,expiry,-22.0,2
2024-08-29,expiry,17.5,3
2024-08-30,expiry,-82.0,5
2024-09-03,expiry,-49.0,3
2024-09-04,expiry,-107.0,6
2024-09-05,expiry,-31.0,8
2024-09-06,expiry,60.0,3
2024-09-09,expiry,-43.0,3
2024-09-10,expiry,-10.499999999999998,2
2024-09-12,expiry,-11.5,1
2024-09-13,expiry,50.5,6
2024-09-16,expiry,-84.0,6
2024-09-17,expiry,-34.5,2
2024-09-20,expiry,-19.5,1
2024-09-23,expiry,-16.5,1
2024-09-24,expiry,-21.000000000000004,2
2024-09-25,expiry,-50.0,3
2024-09-26,expiry,-16.5,1
2024-09-27,expiry,-33.5,1
2024-09-30,expiry,-349.9990234375,8
2024-10-01,expiry,-55.0,4
2024-10-02,expiry,-64.5,4
2024-10-03,expiry,-31.0,3
2024-10-04,expiry,242.0,13
2024-10-07,expiry,43.5,4
2024-10-09,expiry,61.0,6
2024-10-10,expiry,204.0,9
2024-10-11,expiry,234.0,10
2024-10-15,expiry,2.9999999999999982,2
2024-10-16,expiry,66.5,5
2024-10-17,expiry,90.0,4
2024-10-18,expiry,365.5,11
2024-10-21,expiry,22.0,2
2024-10-22,expiry,14.500000000000002,1
2024-10-23,expiry,24.0,2
2024-10-24,expiry,16.5,1
2024-10-25,expiry,80.0,9
2024-10-28,expiry,-11.5,3
2024-10-29,expiry,88.5,5
2024-10-30,expiry,49.0,4
2024-10-31,expiry,136.0,6
2024-11-01,expiry,179.5,4
2024-11-04,expiry,-29.0,4
2024-11-05,expiry,-11.5,1
2024-11-06,expiry,200.5,7
2024-11-07,expiry,193.0,4
2024-11-08,expiry,781.0,11
2024-11-11,expiry,42.5,5
2024-11-12,expiry,26.0,2
2024-11-13,expiry,21.000000000000004,2
2024-11-14,expiry,60.0,4
2024-11-15,expiry,731.0,10
2024-11-18,expiry,-11.5,1
2024-11-19,expiry,-23.0,2
2024-11-20,expiry,136.0,9
2024-11-21,expiry,169.0,10
2024-11-22,expiry,211.5,13
2024-11-25,expiry,-8.999999999999998,2
2024-11-26,expiry,-17.5,3
2024-11-27,expiry,-12.5,3
2024-11-29,expiry,-25.5,8
2024-12-02,expiry,-39.5,3
2024-12-03,expiry,-66.50000000000001,4
2024-12-04,expiry,-63.0,4
2024-12-05,expiry,-24.0,2
2024-12-06,expiry,-33.0,1
2024-12-09,expiry,-36.5,2
2024-12-10,expiry,-56.5,4
2024-12-11,expiry,-9.499999999999998,3
2024-12-12,expiry,-43.0,3
2024-12-13,expiry,-27.0,2
2024-12-16,expiry,-49.0,4
2024-12-17,expiry,-7.5000000000000036,3
2024-12-18,expiry,72.0,4
2024-12-19,expiry,197.0,6
2024-12-20,expiry,359.0,15
2024-12-23,expiry,22.0,4
2024-12-24,expiry,35.5,4
2024-12-26,expiry,0.4999999999999982,3
2024-12-27,expiry,154.0,8
2024-12-30,expiry,38.0,3
