date,event,pnl,num_expired
2023-05-19,expiry,-38.5,11
2023-05-22,expiry,-12.5,1
2023-05-23,expiry,-34.5,2
2023-05-24,expiry,22.0,2
2023-05-26,expiry,-33.5,12
2023-05-30,expiry,-12.999999999999998,2
2023-05-31,expiry,-2.0,4
2023-06-01,expiry,77.5,6
2023-06-02,expiry,232.5,9
2023-06-05,expiry,0.9999999999999982,4
2023-06-06,expiry,-13.5,1
2023-06-07,expiry,21.000000000000004,2
2023-06-08,expiry,13.5,1
2023-06-09,expiry,-24.0,1
2023-06-12,expiry,-73.0,5
2023-06-13,expiry,-36.5,3
2023-06-14,expiry,34.5,3
2023-06-15,expiry,52.0,4
2023-06-16,expiry,12.5,1
2023-06-20,expiry,-47.0,4
2023-06-21,expiry,-24.0,2
2023-06-23,expiry,-119.0,7
2023-06-26,expiry,-24.0,2
2023-06-30,expiry,48.4998779296875,4
2023-07-03,expiry,-21.000000000000004,2
2023-07-05,expiry,-12.5,1
2023-07-06,expiry,-10.500000000000002,1
2023-07-07,expiry,-130.0,7
2023-07-10,expiry,-11.5,1
2023-07-11,expiry,-12.5,1
2023-07-12,expiry,12.5,1
2023-07-13,expiry,12.5,1
2023-07-14,expiry,-208.0,7
2023-07-17,expiry,-29.0,2
2023-07-18,expiry,314.00048828125,2
2023-07-19,expiry,304.50244140625,3
2023-07-20,expiry,-11.5,3
2023-07-21,expiry,-49.5,5
2023-07-24,expiry,-48.0,3
2023-07-25,expiry,-12.5,1
2023-07-26,expiry,24.0,2
2023-07-27,expiry,25.0,2
2023-07-28,expiry,51.0,6
2023-07-31,expiry,-45.0,3
2023-08-02,expiry,-11.5,1
2023-08-04,expiry,35.0,10
2023-08-07,expiry,-10.500000000000002,1
2023-08-08,expiry,-11.5,1
2023-08-09,expiry,10.500000000000002,3
2023-08-10,expiry,105.0,6
2023-08-11,expiry,43.00000000000001,8
2023-08-14,expiry,-10.500000000000002,1
2023-08-15,expiry,-0.9999999999999982,2
2023-08-16,expiry,14.5,3
2023-08-17,expiry,7.999999999999998,2
2023-08-18,expiry,0.5,10
2023-08-21,expiry,-26.0,2
2023-08-22,expiry,-11.5,1
2023-08-23,expiry,46.0,7
2023-08-24,expiry,92.5,7
2023-08-25,expiry,247.0,13
2023-08-28,expiry,-12.5,1
2023-08-30,expiry,22.0,2
2023-08-31,expiry,15.5,1
2023-09-01,expiry,-8.999999999999998,2
2023-09-05,expiry,-42.5,3
2023-09-06,expiry,-45.5,3
2023-09-07,expiry,-27.0,2
2023-09-08,expiry,-43.5,2
2023-09-11,expiry,-46.0,4
2023-09-12,expiry,-10.500000000000002,1
2023-09-14,expiry,22.0,2
2023-09-15,expiry,72.0,11
2023-09-22,expiry,-39.0,5
2023-09-25,expiry,-12.5,1
2023-09-26,expiry,8.500000000000004,3
2023-09-27,expiry,1.0000000000000018,4
2023-09-28,expiry,34.0,2
2023-09-29,expiry,36.5,15
2023-10-04,expiry,22.0,2
2023-10-05,expiry,15.5,1
2023-10-06,expiry,-22.0,8
2023-10-09,expiry,-61.0,4
2023-10-10,expiry,-36.5,3
2023-10-11,expiry,-27.0,2
2023-10-12,expiry,4.5,7
2023-10-13,expiry,1.0000000000000018,9
2023-10-16,expiry,-10.500000000000002,1
2023-10-17,expiry,79.5,7
2023-10-18,expiry,80.5,4
2023-10-19,expiry,103.0,8
2023-10-20,expiry,212.0,7
2023-10-23,expiry,83.0,5
2023-10-24,expiry,82.5,5
2023-10-25,expiry,76.0,4
2023-10-26,expiry,111.5,5
2023-10-27,expiry,313.0,12
2023-10-30,expiry,-32.0,2
2023-10-31,expiry,11.5,3
2023-11-01,expiry,120.0,4
2023-11-02,expiry,122.0,6
2023-11-03,expiry,254.5,9
2023-11-06,expiry,441.000244140625,2
2023-11-07,expiry,182.499267578125,1
2023-11-08,expiry,-12.5,1
2023-11-09,expiry,-11.5,1
2023-11-10,expiry,-10.500000000000002,1
2023-11-13,expiry,-70.499755859375,6
2023-11-14,expiry,696.002197265625,4
2023-11-15,expiry,-11.5,1
2023-11-16,expiry,-11.5,1
2023-11-17,expiry,-1.9999999999999982,4
2023-11-20,expiry,-10.500000000000002,1
