date,event,position_key,entry_price,exit_price,quantity,pnl,num_expired
2023-10-06,expiry,SPY_467C_20231006,0.33,0.0,2.0,-66.0,
2023-10-06,expiry,SPY_466C_20231006,0.395,0.0,2.0,-79.0,
2023-10-06,expiry,SPY_465C_20231006,0.475,0.0,2.0,-95.0,
2023-10-06,expiry,SPY_464C_20231006,0.5700000000000001,0.0,2.0,-114.00000000000001,
2023-10-06,expiry,SPY_463C_20231006,0.6799999999999999,0.0,2.0,-136.0,
2023-10-06,expiry,Daily Expiry PnL,,,,-545.0,6.0
2023-10-27,expiry,SPY_447C_20231027,1.05,0.0,2.0,-210.0,
2023-10-27,expiry,SPY_446C_20231027,1.21,0.0,2.0,-242.0,
2023-10-27,expiry,SPY_445C_20231027,1.395,0.0,2.0,-279.0,
2023-10-27,expiry,SPY_444C_20231027,1.6,0.0,2.0,-320.0,
2023-10-27,expiry,Daily Expiry PnL,,,,-1051.0,4.0
2023-11-03,expiry,SPY_445C_20231103,1.28,0.0,2.0,-256.0,
